1,0,0,1,0,1,0,0.73199999,0.86000001,66.971725,1,0,0
0,0,1,0,0,1,0,0.60399997,0.51099998,67.602936,1,0,0
0,0,0,0,0,0,0,0.011,0.116,32.261086,0,0,1
0,0,0,0,0,0,0,0.011,0.51099998,46.116505,0,0,1
0,0,0,0,0,0,0,0.90600002,0.51099998,52.341465,0,1,0
0,1,0,0,0,1,0,0.465,0.76700002,50.347546,1,0,0
1,1,1,0,0,1,0,0.60399997,0.76700002,56.914547,1,0,0
0,1,0,0,0,0,1,0.31299999,0.51099998,23.417824,0,0,1
0,0,0,0,0,0,1,0.90600002,0.32499999,38.010963,0,0,1
1,0,0,0,0,0,0,0.60399997,0.32499999,34.517681,0,1,0
0,0,1,0,0,1,0,0.60399997,0.51099998,38.975037,1,0,0
0,0,0,0,0,0,1,0.73199999,0.51099998,36.017628,0,1,0
0,0,0,0,0,0,1,0.046,0.32499999,24.524988,0,1,0
0,0,0,0,0,0,1,0.73199999,0.51099998,42.272076,0,1,0
0,0,0,0,1,0,0,0.73199999,0.034000002,39.460556,0,1,0
0,0,0,0,0,0,1,0.127,0.034000002,43.088924,0,1,0
0,0,0,0,1,0,0,0.73199999,0.32499999,39.185505,0,1,0
0,0,0,0,1,0,1,0.90600002,0.45300001,46.783348,0,1,0
0,0,0,0,0,0,1,0.465,0.465,57.11974,0,1,0
0,0,0,0,0,0,1,0.465,0.465,34.158958,0,0,1
0,0,0,0,0,0,1,0.465,0.465,51.41243,0,1,0
0,0,0,0,0,0,1,0.465,0.465,42.178772,0,1,0
0,0,0,0,0,0,1,0.127,0.093000002,55.375454,1,0,0
0,0,0,1,0,1,0,0.43000001,0.91799998,62.284481,1,0,0
0,0,0,0,0,1,0,0.43000001,0.91799998,56.490501,1,0,0
0,0,0,0,0,1,0,0.43000001,0.91799998,59.236122,1,0,0
0,0,0,0,1,0,1,0.093000002,0.51099998,28.127439,0,1,0
0,0,0,0,0,0,1,0.197,0.51099998,57.21925,1,0,0
0,0,0,1,0,1,0,0.31299999,0.51099998,76.7686,1,0,0
0,0,0,0,0,0,0,0.22,0.116,41.389557,0,1,0
0,0,0,0,1,0,0,0.046,0.104,39.141056,0,1,0
0,0,0,0,0,0,0,0.26699999,0.27900001,52.911392,0,1,0
0,1,0,0,0,0,1,0.82499999,0.65100002,71.46505,1,0,0
0,0,0,0,0,0,1,0.82499999,0.65100002,66.574585,1,0,0
0,0,0,0,0,0,1,0.87199998,0.32499999,46.411716,0,1,0
1,0,0,0,0,0,1,0.30199999,0.51099998,55.064072,1,0,0
1,0,1,0,0,1,0,0.60399997,0.65100002,73.099556,1,0,0
1,0,1,0,0,1,0,0.73199999,0.44100001,60.800701,1,0,0
